id,counts,density,name,acronym
0,0,0,b'background',b'background',b'background',b'background',b'background',b'background',b'background',b'background',b'background'
705,0,0,b'Intergeniculate leaflet of the lateral geniculate complex',b'IGL',b'IGL',b'IGL',b'GENv',b'DORpm',b'TH',b'IB',b'BS'
706,0,0,b'Intermediate geniculate nucleus',b'IntG',b'IntG',b'IntG',b'GENv',b'DORpm',b'TH',b'IB',b'BS'
707,0,0,b'Ventral part of the lateral geniculate complex',b'LGv',b'LGv',b'LGv',b'GENv',b'DORpm',b'TH',b'IB',b'BS'
708,0,0,"b'Ventral part of the lateral geniculate complex, lateral zone'",b'LGvl',b'LGvl',b'LGv',b'GENv',b'DORpm',b'TH',b'IB',b'BS'
709,0,0,"b'Ventral part of the lateral geniculate complex, medial zone'",b'LGvm',b'LGvm',b'LGv',b'GENv',b'DORpm',b'TH',b'IB',b'BS'
710,0,0,b'Subgeniculate nucleus',b'SubG',b'SubG',b'SubG',b'GENv',b'DORpm',b'TH',b'IB',b'BS'
711,0,0,b'Epithalamus',b'EPI',b'EPI',b'EPI',b'EPI',b'DORpm',b'TH',b'IB',b'BS'
712,0,0,b'Medial habenula',b'MH',b'MH',b'MH',b'EPI',b'DORpm',b'TH',b'IB',b'BS'
713,0,0,b'Lateral habenula',b'LH',b'LH',b'LH',b'EPI',b'DORpm',b'TH',b'IB',b'BS'
714,0,0,b'Pineal body',b'PIN',b'PIN',b'PIN',b'EPI',b'DORpm',b'TH',b'IB',b'BS'
715,0,0,b'Hypothalamus',b'HY',b'HY',b'HY',b'HY',b'HY',b'HY',b'IB',b'BS'
716,0,0,b'Periventricular zone',b'PVZ',b'PVZ',b'PVZ',b'PVZ',b'PVZ',b'HY',b'IB',b'BS'
717,0,0,b'Supraoptic nucleus',b'SO',b'SO',b'SO',b'SO',b'PVZ',b'HY',b'IB',b'BS'
718,0,0,b'Accessory supraoptic group',b'ASO',b'ASO',b'ASO',b'ASO',b'PVZ',b'HY',b'IB',b'BS'
719,0,0,b'Nucleus circularis',b'NC',b'NC',b'NC',b'ASO',b'PVZ',b'HY',b'IB',b'BS'
720,0,0,b'Paraventricular hypothalamic nucleus',b'PVH',b'PVH',b'PVH',b'PVH',b'PVZ',b'HY',b'IB',b'BS'
721,0,0,"b'Paraventricular hypothalamic nucleus, magnocellular division'",b'PVHm',b'PVHm',b'PVHm',b'PVH',b'PVZ',b'HY',b'IB',b'BS'
722,0,0,"b'Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part'",b'PVHam',b'PVHam',b'PVHm',b'PVH',b'PVZ',b'HY',b'IB',b'BS'
723,0,0,"b'Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part'",b'PVHmm',b'PVHmm',b'PVHm',b'PVH',b'PVZ',b'HY',b'IB',b'BS'
724,0,0,"b'Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part'",b'PVHpm',b'PVHpm',b'PVHm',b'PVH',b'PVZ',b'HY',b'IB',b'BS'
725,0,0,"b'Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone'",b'PVHpml',b'PVHpm',b'PVHm',b'PVH',b'PVZ',b'HY',b'IB',b'BS'
726,0,0,"b'Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone'",b'PVHpmm',b'PVHpm',b'PVHm',b'PVH',b'PVZ',b'HY',b'IB',b'BS'
727,0,0,"b'Paraventricular hypothalamic nucleus, parvicellular division'",b'PVHp',b'PVHp',b'PVHp',b'PVH',b'PVZ',b'HY',b'IB',b'BS'
728,0,0,"b'Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part'",b'PVHap',b'PVHap',b'PVHp',b'PVH',b'PVZ',b'HY',b'IB',b'BS'
729,0,0,"b'Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone'",b'PVHmpd',b'PVHmpd',b'PVHp',b'PVH',b'PVZ',b'HY',b'IB',b'BS'
730,0,0,"b'Paraventricular hypothalamic nucleus, parvicellular division, periventricular part'",b'PVHpv',b'PVHpv',b'PVHp',b'PVH',b'PVZ',b'HY',b'IB',b'BS'
731,0,0,"b'Periventricular hypothalamic nucleus, anterior part'",b'PVa',b'PVa',b'PVa',b'PVa',b'PVZ',b'HY',b'IB',b'BS'
732,0,0,"b'Periventricular hypothalamic nucleus, intermediate part'",b'PVi',b'PVi',b'PVi',b'PVi',b'PVZ',b'HY',b'IB',b'BS'
733,0,0,b'Arcuate hypothalamic nucleus',b'ARH',b'ARH',b'ARH',b'ARH',b'PVZ',b'HY',b'IB',b'BS'
734,0,0,b'Periventricular region',b'PVR',b'PVR',b'PVR',b'PVR',b'PVR',b'HY',b'IB',b'BS'
735,0,0,b'Anterodorsal preoptic nucleus',b'ADP',b'ADP',b'ADP',b'ADP',b'PVR',b'HY',b'IB',b'BS'
736,0,0,b'Anterior hypothalamic area',b'AHA',b'AHA',b'AHA',b'AHA',b'PVR',b'HY',b'IB',b'BS'
737,0,0,b'Anteroventral preoptic nucleus',b'AVP',b'AVP',b'AVP',b'AVP',b'PVR',b'HY',b'IB',b'BS'
738,0,0,b'Anteroventral periventricular nucleus',b'AVPV',b'AVPV',b'AVPV',b'AVPV',b'PVR',b'HY',b'IB',b'BS'
739,0,0,b'Dorsomedial nucleus of the hypothalamus',b'DMH',b'DMH',b'DMH',b'DMH',b'PVR',b'HY',b'IB',b'BS'
740,0,0,"b'Dorsomedial nucleus of the hypothalamus, anterior part'",b'DMHa',b'DMHa',b'DMHa',b'DMH',b'PVR',b'HY',b'IB',b'BS'
741,0,0,"b'Dorsomedial nucleus of the hypothalamus, posterior part'",b'DMHp',b'DMHp',b'DMHp',b'DMH',b'PVR',b'HY',b'IB',b'BS'
742,0,0,"b'Dorsomedial nucleus of the hypothalamus, ventral part'",b'DMHv',b'DMHv',b'DMHv',b'DMH',b'PVR',b'HY',b'IB',b'BS'
743,0,0,b'Median preoptic nucleus',b'MEPO',b'MEPO',b'MEPO',b'MEPO',b'PVR',b'HY',b'IB',b'BS'
744,0,0,b'Medial preoptic area',b'MPO',b'MPO',b'MPO',b'MPO',b'PVR',b'HY',b'IB',b'BS'
745,0,0,b'Vascular organ of the lamina terminalis',b'OV',b'OV',b'OV',b'OV',b'PVR',b'HY',b'IB',b'BS'
746,0,0,b'Posterodorsal preoptic nucleus',b'PD',b'PD',b'PD',b'PD',b'PVR',b'HY',b'IB',b'BS'
747,0,0,b'Parastrial nucleus',b'PS',b'PS',b'PS',b'PS',b'PVR',b'HY',b'IB',b'BS'
748,0,0,b'Suprachiasmatic preoptic nucleus',b'PSCH',b'PSCH',b'PSCH',b'PSCH',b'PVR',b'HY',b'IB',b'BS'
749,0,0,"b'Periventricular hypothalamic nucleus, posterior part'",b'PVp',b'PVp',b'PVp',b'PVp',b'PVR',b'HY',b'IB',b'BS'
750,0,0,"b'Periventricular hypothalamic nucleus, preoptic part'",b'PVpo',b'PVpo',b'PVpo',b'PVpo',b'PVR',b'HY',b'IB',b'BS'
751,0,0,b'Subparaventricular zone',b'SBPV',b'SBPV',b'SBPV',b'SBPV',b'PVR',b'HY',b'IB',b'BS'
752,0,0,b'Suprachiasmatic nucleus',b'SCH',b'SCH',b'SCH',b'SCH',b'PVR',b'HY',b'IB',b'BS'
753,0,0,b'Subfornical organ',b'SFO',b'SFO',b'SFO',b'SFO',b'PVR',b'HY',b'IB',b'BS'
754,0,0,b'Ventromedial preoptic nucleus',b'VMPO',b'VMPO',b'VMPO',b'VMPO',b'PVR',b'HY',b'IB',b'BS'
755,0,0,b'Ventrolateral preoptic nucleus',b'VLPO',b'VLPO',b'VLPO',b'VLPO',b'PVR',b'HY',b'IB',b'BS'
756,0,0,b'Hypothalamic medial zone',b'MEZ',b'MEZ',b'MEZ',b'MEZ',b'MEZ',b'HY',b'IB',b'BS'
757,0,0,b'Anterior hypothalamic nucleus',b'AHN',b'AHN',b'AHN',b'AHN',b'MEZ',b'HY',b'IB',b'BS'
758,0,0,"b'Anterior hypothalamic nucleus, anterior part'",b'AHNa',b'AHNa',b'AHNa',b'AHN',b'MEZ',b'HY',b'IB',b'BS'
759,0,0,"b'Anterior hypothalamic nucleus, central part'",b'AHNc',b'AHNc',b'AHNc',b'AHN',b'MEZ',b'HY',b'IB',b'BS'
760,0,0,"b'Anterior hypothalamic nucleus, dorsal part'",b'AHNd',b'AHNd',b'AHNd',b'AHN',b'MEZ',b'HY',b'IB',b'BS'
761,0,0,"b'Anterior hypothalamic nucleus, posterior part'",b'AHNp',b'AHNp',b'AHNp',b'AHN',b'MEZ',b'HY',b'IB',b'BS'
762,0,0,b'Mammillary body',b'MBO',b'MBO',b'MBO',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
763,0,0,b'Lateral mammillary nucleus',b'LM',b'LM',b'LM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
764,0,0,b'Medial mammillary nucleus',b'MM',b'MM',b'MM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
765,0,0,"b'Medial mammillary nucleus, median part'",b'Mmme',b'Mmme',b'MM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
766,0,0,"b'Medial mammillary nucleus, lateral part'",b'Mml',b'Mml',b'MM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
767,0,0,"b'Medial mammillary nucleus, medial part'",b'Mmm',b'Mmm',b'MM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
768,0,0,"b'Medial mammillary nucleus, posterior part'",b'Mmp',b'Mmp',b'MM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
769,0,0,"b'Medial mammillary nucleus, dorsal part'",b'Mmd',b'Mmd',b'MM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
770,0,0,b'Supramammillary nucleus',b'SUM',b'SUM',b'SUM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
771,0,0,"b'Supramammillary nucleus, lateral part'",b'SUMl',b'SUMl',b'SUM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
772,0,0,"b'Supramammillary nucleus, medial part'",b'SUMm',b'SUMm',b'SUM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
773,0,0,b'Tuberomammillary nucleus',b'TM',b'TM',b'TM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
774,0,0,"b'Tuberomammillary nucleus, dorsal part'",b'TMd',b'TMd',b'TM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
775,0,0,"b'Tuberomammillary nucleus, ventral part'",b'TMv',b'TMv',b'TM',b'MBO',b'MEZ',b'HY',b'IB',b'BS'
776,0,0,b'Medial preoptic nucleus',b'MPN',b'MPN',b'MPN',b'MPN',b'MEZ',b'HY',b'IB',b'BS'
777,0,0,"b'Medial preoptic nucleus, central part'",b'MPNc',b'MPNc',b'MPNc',b'MPN',b'MEZ',b'HY',b'IB',b'BS'
778,0,0,"b'Medial preoptic nucleus, lateral part'",b'MPNl',b'MPNl',b'MPNl',b'MPN',b'MEZ',b'HY',b'IB',b'BS'
779,0,0,"b'Medial preoptic nucleus, medial part'",b'MPNm',b'MPNm',b'MPNm',b'MPN',b'MEZ',b'HY',b'IB',b'BS'
780,0,0,b'Dorsal premammillary nucleus',b'PMd',b'PMd',b'PMd',b'PMd',b'MEZ',b'HY',b'IB',b'BS'
781,0,0,b'Ventral premammillary nucleus',b'PMv',b'PMv',b'PMv',b'PMv',b'MEZ',b'HY',b'IB',b'BS'
782,0,0,"b'Paraventricular hypothalamic nucleus, descending division'",b'PVHd',b'PVHd',b'PVHd',b'PVHd',b'MEZ',b'HY',b'IB',b'BS'
783,0,0,"b'Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part'",b'PVHdp',b'PVHdp',b'PVHdp',b'PVHd',b'MEZ',b'HY',b'IB',b'BS'
784,0,0,"b'Paraventricular hypothalamic nucleus, descending division, forniceal part'",b'PVHf',b'PVHf',b'PVHf',b'PVHd',b'MEZ',b'HY',b'IB',b'BS'
785,0,0,"b'Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part'",b'PVHlp',b'PVHlp',b'PVHlp',b'PVHd',b'MEZ',b'HY',b'IB',b'BS'
786,0,0,"b'Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone'",b'PVHmpv',b'PVHmpv',b'PVHmpv',b'PVHd',b'MEZ',b'HY',b'IB',b'BS'
787,0,0,b'Ventromedial hypothalamic nucleus',b'VMH',b'VMH',b'VMH',b'VMH',b'MEZ',b'HY',b'IB',b'BS'
788,0,0,"b'Ventromedial hypothalamic nucleus, anterior part'",b'VMHa',b'VMHa',b'VMHa',b'VMH',b'MEZ',b'HY',b'IB',b'BS'
789,0,0,"b'Ventromedial hypothalamic nucleus, central part'",b'VMHc',b'VMHc',b'VMHc',b'VMH',b'MEZ',b'HY',b'IB',b'BS'
790,0,0,"b'Ventromedial hypothalamic nucleus, dorsomedial part'",b'VMHdm',b'VMHdm',b'VMHdm',b'VMH',b'MEZ',b'HY',b'IB',b'BS'
791,0,0,"b'Ventromedial hypothalamic nucleus, ventrolateral part'",b'VMHvl',b'VMHvl',b'VMHvl',b'VMH',b'MEZ',b'HY',b'IB',b'BS'
792,0,0,b'Posterior hypothalamic nucleus',b'PH',b'PH',b'PH',b'PH',b'MEZ',b'HY',b'IB',b'BS'
793,0,0,b'Hypothalamic lateral zone',b'LZ',b'LZ',b'LZ',b'LZ',b'LZ',b'HY',b'IB',b'BS'
794,0,0,b'Lateral hypothalamic area',b'LHA',b'LHA',b'LHA',b'LHA',b'LZ',b'HY',b'IB',b'BS'
795,0,0,b'Lateral preoptic area',b'LPO',b'LPO',b'LPO',b'LPO',b'LZ',b'HY',b'IB',b'BS'
796,0,0,b'Preparasubthalamic nucleus',b'PST',b'PST',b'PST',b'PST',b'LZ',b'HY',b'IB',b'BS'
797,0,0,b'Parasubthalamic nucleus',b'PSTN',b'PSTN',b'PSTN',b'PSTN',b'LZ',b'HY',b'IB',b'BS'
798,0,0,b'Perifornical nucleus',b'PeF',b'PeF',b'PeF',b'PeF',b'LZ',b'HY',b'IB',b'BS'
799,0,0,b'Retrochiasmatic area',b'RCH',b'RCH',b'RCH',b'RCH',b'LZ',b'HY',b'IB',b'BS'
800,0,0,b'Subthalamic nucleus',b'STN',b'STN',b'STN',b'STN',b'LZ',b'HY',b'IB',b'BS'
801,0,0,b'Tuberal nucleus',b'TU',b'TU',b'TU',b'TU',b'LZ',b'HY',b'IB',b'BS'
802,0,0,b'Zona incerta',b'ZI',b'ZI',b'ZI',b'ZI',b'LZ',b'HY',b'IB',b'BS'
803,0,0,b'Dopaminergic A13 group',b'A13',b'A13',b'A13',b'ZI',b'LZ',b'HY',b'IB',b'BS'
804,0,0,b'Fields of Forel',b'FF',b'FF',b'FF',b'ZI',b'LZ',b'HY',b'IB',b'BS'
805,0,0,b'Median eminence',b'ME',b'ME',b'ME',b'ME',b'ME',b'HY',b'IB',b'BS'
806,0,0,b'Midbrain',b'MB',b'MB',b'MB',b'MB',b'MB',b'MB',b'MB',b'BS'
807,0,0,"b'Midbrain, sensory related'",b'MBsen',b'MBsen',b'MBsen',b'MBsen',b'MBsen',b'MBsen',b'MB',b'BS'
808,0,0,"b'Superior colliculus, sensory related'",b'SCs',b'SCs',b'SCs',b'SCs',b'SCs',b'MBsen',b'MB',b'BS'
809,0,0,"b'Superior colliculus, optic layer'",b'SCop',b'SCop',b'SCop',b'SCop',b'SCs',b'MBsen',b'MB',b'BS'
810,0,0,"b'Superior colliculus, superficial gray layer'",b'SCsg',b'SCsg',b'SCsg',b'SCsg',b'SCs',b'MBsen',b'MB',b'BS'
811,0,0,"b'Superior colliculus, zonal layer'",b'SCzo',b'SCzo',b'SCzo',b'SCzo',b'SCs',b'MBsen',b'MB',b'BS'
812,0,0,b'Inferior colliculus',b'IC',b'IC',b'IC',b'IC',b'IC',b'MBsen',b'MB',b'BS'
813,0,0,"b'Inferior colliculus, central nucleus'",b'ICc',b'ICc',b'ICc',b'ICc',b'IC',b'MBsen',b'MB',b'BS'
814,0,0,"b'Inferior colliculus, dorsal nucleus'",b'ICd',b'ICd',b'ICd',b'ICd',b'IC',b'MBsen',b'MB',b'BS'
815,0,0,"b'Inferior colliculus, external nucleus'",b'ICe',b'ICe',b'ICe',b'ICe',b'IC',b'MBsen',b'MB',b'BS'
816,0,0,b'Nucleus of the brachium of the inferior colliculus',b'NB',b'NB',b'NB',b'NB',b'NB',b'MBsen',b'MB',b'BS'
817,0,0,b'Nucleus sagulum',b'SAG',b'SAG',b'SAG',b'SAG',b'SAG',b'MBsen',b'MB',b'BS'
818,0,0,b'Parabigeminal nucleus',b'PBG',b'PBG',b'PBG',b'PBG',b'PBG',b'MBsen',b'MB',b'BS'
819,0,0,b'Midbrain trigeminal nucleus',b'MEV',b'MEV',b'MEV',b'MEV',b'MEV',b'MBsen',b'MB',b'BS'
820,0,0,b'Subcommissural organ',b'SCO',b'SCO',b'SCO',b'SCO',b'SCO',b'MBsen',b'MB',b'BS'
821,0,0,"b'Midbrain, motor related'",b'MBmot',b'MBmot',b'MBmot',b'MBmot',b'MBmot',b'MBmot',b'MB',b'BS'
822,0,0,"b'Substantia nigra, reticular part'",b'SNr',b'SNr',b'SNr',b'SNr',b'SNr',b'MBmot',b'MB',b'BS'
823,0,0,b'Ventral tegmental area',b'VTA',b'VTA',b'VTA',b'VTA',b'VTA',b'MBmot',b'MB',b'BS'
824,0,0,b'Paranigral nucleus',b'PN',b'PN',b'PN',b'PN',b'PN',b'MBmot',b'MB',b'BS'
825,0,0,"b'Midbrain reticular nucleus, retrorubral area'",b'RR',b'RR',b'RR',b'RR',b'RR',b'MBmot',b'MB',b'BS'
826,0,0,b'Midbrain reticular nucleus',b'MRN',b'MRN',b'MRN',b'MRN',b'MRN',b'MBmot',b'MB',b'BS'
827,0,0,"b'Midbrain reticular nucleus, magnocellular part'",b'MRNm',b'MRNm',b'MRNm',b'MRNm',b'MRN',b'MBmot',b'MB',b'BS'
828,0,0,"b'Midbrain reticular nucleus, magnocellular part, general'",b'MRNmg',b'MRNmg',b'MRNmg',b'MRNmg',b'MRN',b'MBmot',b'MB',b'BS'
829,0,0,"b'Midbrain reticular nucleus, parvicellular part'",b'MRNp',b'MRNp',b'MRNp',b'MRNp',b'MRN',b'MBmot',b'MB',b'BS'
830,0,0,"b'Superior colliculus, motor related'",b'SCm',b'SCm',b'SCm',b'SCm',b'SCm',b'MBmot',b'MB',b'BS'
831,0,0,"b'Superior colliculus, motor related, deep gray layer'",b'SCdg',b'SCdg',b'SCdg',b'SCdg',b'SCm',b'MBmot',b'MB',b'BS'
832,0,0,"b'Superior colliculus, motor related, deep white layer'",b'SCdw',b'SCdw',b'SCdw',b'SCdw',b'SCm',b'MBmot',b'MB',b'BS'
833,0,0,"b'Superior colliculus, motor related, intermediate white layer'",b'SCiw',b'SCiw',b'SCiw',b'SCiw',b'SCm',b'MBmot',b'MB',b'BS'
834,0,0,"b'Superior colliculus, motor related, intermediate gray layer'",b'SCig',b'SCig',b'SCig',b'SCig',b'SCm',b'MBmot',b'MB',b'BS'
835,0,0,"b'Superior colliculus, motor related, intermediate gray layer, sublayer a'",b'SCig-a',b'SCig-a',b'SCig-a',b'SCig',b'SCm',b'MBmot',b'MB',b'BS'
836,0,0,"b'Superior colliculus, motor related, intermediate gray layer, sublayer b'",b'SCig-b',b'SCig-b',b'SCig-b',b'SCig',b'SCm',b'MBmot',b'MB',b'BS'
837,0,0,"b'Superior colliculus, motor related, intermediate gray layer, sublayer c'",b'SCig-c',b'SCig-c',b'SCig-c',b'SCig',b'SCm',b'MBmot',b'MB',b'BS'
838,0,0,b'Periaqueductal gray',b'PAG',b'PAG',b'PAG',b'PAG',b'PAG',b'MBmot',b'MB',b'BS'
839,0,0,b'Precommissural nucleus',b'PRC',b'PRC',b'PRC',b'PRC',b'PAG',b'MBmot',b'MB',b'BS'
840,0,0,b'Interstitial nucleus of Cajal',b'INC',b'INC',b'INC',b'INC',b'PAG',b'MBmot',b'MB',b'BS'
841,0,0,b'Nucleus of Darkschewitsch',b'ND',b'ND',b'ND',b'ND',b'PAG',b'MBmot',b'MB',b'BS'
842,0,0,b'Supraoculomotor periaqueductal gray',b'Su3',b'Su3',b'Su3',b'Su3',b'PAG',b'MBmot',b'MB',b'BS'
843,0,0,b'Pretectal region',b'PRT',b'PRT',b'PRT',b'PRT',b'PRT',b'MBmot',b'MB',b'BS'
844,0,0,b'Anterior pretectal nucleus',b'APN',b'APN',b'APN',b'APN',b'PRT',b'MBmot',b'MB',b'BS'
845,0,0,b'Medial pretectal area',b'MPT',b'MPT',b'MPT',b'MPT',b'PRT',b'MBmot',b'MB',b'BS'
846,0,0,b'Nucleus of the optic tract',b'NOT',b'NOT',b'NOT',b'NOT',b'PRT',b'MBmot',b'MB',b'BS'
847,0,0,b'Nucleus of the posterior commissure',b'NPC',b'NPC',b'NPC',b'NPC',b'PRT',b'MBmot',b'MB',b'BS'
848,0,0,b'Olivary pretectal nucleus',b'OP',b'OP',b'OP',b'OP',b'PRT',b'MBmot',b'MB',b'BS'
849,0,0,b'Posterior pretectal nucleus',b'PPT',b'PPT',b'PPT',b'PPT',b'PRT',b'MBmot',b'MB',b'BS'
850,0,0,b'Retroparafascicular nucleus',b'RPF',b'RPF',b'RPF',b'RPF',b'PRT',b'MBmot',b'MB',b'BS'
851,0,0,b'Intercollicular nucleus',b'InCo',b'InCo',b'InCo',b'InCo',b'InCo',b'MBmot',b'MB',b'BS'
852,0,0,b'Cuneiform nucleus',b'CUN',b'CUN',b'CUN',b'CUN',b'CUN',b'MBmot',b'MB',b'BS'
853,0,0,b'Red nucleus',b'RN',b'RN',b'RN',b'RN',b'RN',b'MBmot',b'MB',b'BS'
854,0,0,b'Oculomotor nucleus',b'III',b'III',b'III',b'III',b'III',b'MBmot',b'MB',b'BS'
855,0,0,b'Medial accesory oculomotor nucleus',b'MA3',b'MA3',b'MA3',b'MA3',b'MA3',b'MBmot',b'MB',b'BS'
856,0,0,b'Edinger-Westphal nucleus',b'EW',b'EW',b'EW',b'EW',b'EW',b'MBmot',b'MB',b'BS'
857,0,0,b'Trochlear nucleus',b'IV',b'IV',b'IV',b'IV',b'IV',b'MBmot',b'MB',b'BS'
858,0,0,b'Paratrochlear nucleus',b'Pa4',b'Pa4',b'Pa4',b'Pa4',b'Pa4',b'MBmot',b'MB',b'BS'
859,0,0,b'Ventral tegmental nucleus',b'VTN',b'VTN',b'VTN',b'VTN',b'VTN',b'MBmot',b'MB',b'BS'
860,0,0,b'Anterior tegmental nucleus',b'AT',b'AT',b'AT',b'AT',b'AT',b'MBmot',b'MB',b'BS'
861,0,0,b'Lateral terminal nucleus of the accessory optic tract',b'LT',b'LT',b'LT',b'LT',b'LT',b'MBmot',b'MB',b'BS'
862,0,0,b'Dorsal terminal nucleus of the accessory optic tract',b'DT',b'DT',b'DT',b'DT',b'DT',b'MBmot',b'MB',b'BS'
863,0,0,b'Medial terminal nucleus of the accessory optic tract',b'MT',b'MT',b'MT',b'MT',b'MT',b'MBmot',b'MB',b'BS'
864,0,0,"b'Substantia nigra, lateral part'",b'SNl',b'SNl',b'SNl',b'SNl',b'SNl',b'MBmot',b'MB',b'BS'
865,0,0,"b'Midbrain, behavioral state related'",b'MBsta',b'MBsta',b'MBsta',b'MBsta',b'MBsta',b'MBsta',b'MB',b'BS'
866,0,0,"b'Substantia nigra, compact part'",b'SNc',b'SNc',b'SNc',b'SNc',b'SNc',b'MBsta',b'MB',b'BS'
867,0,0,b'Pedunculopontine nucleus',b'PPN',b'PPN',b'PPN',b'PPN',b'PPN',b'MBsta',b'MB',b'BS'
868,0,0,b'Midbrain raphe nuclei',b'RAmb',b'RAmb',b'RAmb',b'RAmb',b'RAmb',b'MBsta',b'MB',b'BS'
869,0,0,b'Interfascicular nucleus raphe',b'IF',b'IF',b'IF',b'IF',b'RAmb',b'MBsta',b'MB',b'BS'
870,0,0,b'Interpeduncular nucleus',b'IPN',b'IPN',b'IPN',b'IPN',b'RAmb',b'MBsta',b'MB',b'BS'
871,0,0,"b'Interpeduncular nucleus, rostral'",b'IPR',b'IPR',b'IPR',b'IPN',b'RAmb',b'MBsta',b'MB',b'BS'
872,0,0,"b'Interpeduncular nucleus, caudal'",b'IPC',b'IPC',b'IPC',b'IPN',b'RAmb',b'MBsta',b'MB',b'BS'
873,0,0,"b'Interpeduncular nucleus, apical'",b'IPA',b'IPA',b'IPA',b'IPN',b'RAmb',b'MBsta',b'MB',b'BS'
874,0,0,"b'Interpeduncular nucleus, lateral'",b'IPL',b'IPL',b'IPL',b'IPN',b'RAmb',b'MBsta',b'MB',b'BS'
875,0,0,"b'Interpeduncular nucleus, intermediate'",b'IPI',b'IPI',b'IPI',b'IPN',b'RAmb',b'MBsta',b'MB',b'BS'
876,0,0,"b'Interpeduncular nucleus, dorsomedial'",b'IPDM',b'IPDM',b'IPDM',b'IPN',b'RAmb',b'MBsta',b'MB',b'BS'
877,0,0,"b'Interpeduncular nucleus, dorsolateral'",b'IPDL',b'IPDL',b'IPDL',b'IPN',b'RAmb',b'MBsta',b'MB',b'BS'
878,0,0,"b'Interpeduncular nucleus, rostrolateral'",b'IPRL',b'IPRL',b'IPRL',b'IPN',b'RAmb',b'MBsta',b'MB',b'BS'
879,0,0,b'Rostral linear nucleus raphe',b'RL',b'RL',b'RL',b'RL',b'RAmb',b'MBsta',b'MB',b'BS'
880,0,0,b'Central linear nucleus raphe',b'CLI',b'CLI',b'CLI',b'CLI',b'RAmb',b'MBsta',b'MB',b'BS'
881,0,0,b'Dorsal nucleus raphe',b'DR',b'DR',b'DR',b'DR',b'RAmb',b'MBsta',b'MB',b'BS'
882,0,0,b'Hindbrain',b'HB',b'HB',b'HB',b'HB',b'HB',b'HB',b'HB',b'BS'
883,0,0,b'Pons',b'P',b'P',b'P',b'P',b'P',b'P',b'HB',b'BS'
884,0,0,"b'Pons, sensory related'",b'P-sen',b'P-sen',b'P-sen',b'P-sen',b'P-sen',b'P',b'HB',b'BS'
885,0,0,b'Nucleus of the lateral lemniscus',b'NLL',b'NLL',b'NLL',b'NLL',b'P-sen',b'P',b'HB',b'BS'
886,0,0,"b'Nucleus of the lateral lemniscus, dorsal part'",b'NLLd',b'NLLd',b'NLLd',b'NLL',b'P-sen',b'P',b'HB',b'BS'
887,0,0,"b'Nucleus of the lateral lemniscus, horizontal part'",b'NLLh',b'NLLh',b'NLLh',b'NLL',b'P-sen',b'P',b'HB',b'BS'
888,0,0,"b'Nucleus of the lateral lemniscus, ventral part'",b'NLLv',b'NLLv',b'NLLv',b'NLL',b'P-sen',b'P',b'HB',b'BS'
889,0,0,b'Principal sensory nucleus of the trigeminal',b'PSV',b'PSV',b'PSV',b'PSV',b'P-sen',b'P',b'HB',b'BS'
890,0,0,b'Parabrachial nucleus',b'PB',b'PB',b'PB',b'PB',b'P-sen',b'P',b'HB',b'BS'
891,0,0,b'Koelliker-Fuse subnucleus',b'KF',b'KF',b'KF',b'PB',b'P-sen',b'P',b'HB',b'BS'
892,0,0,"b'Parabrachial nucleus, lateral division'",b'PBl',b'PBl',b'PBl',b'PB',b'P-sen',b'P',b'HB',b'BS'
893,0,0,"b'Parabrachial nucleus, lateral division, central lateral part'",b'PBlc',b'PBlc',b'PBl',b'PB',b'P-sen',b'P',b'HB',b'BS'
894,0,0,"b'Parabrachial nucleus, lateral division, dorsal lateral part'",b'PBld',b'PBld',b'PBl',b'PB',b'P-sen',b'P',b'HB',b'BS'
895,0,0,"b'Parabrachial nucleus, lateral division, external lateral part'",b'PBle',b'PBle',b'PBl',b'PB',b'P-sen',b'P',b'HB',b'BS'
